题记序号,题记名称,时间,公元纪年,地点,窟位,造像者人数,性别,所造佛像名称,出资者,造像者身份表述,阶层,社邑组织,实践行为（一级编码）,实践行为（二级编码）,祈愿内容（一级编码）,祈愿内容（二级编码）,造像原因（一级编码）,造像原因（二级编码）,关联历史事件,经文,妆造类型,宗教类型,宗派倾向(主宗派倾向；副宗派倾向）,备注
793,大唐渠州渠江县冲相寺破贼碑,永泰二年（766 年）,766,四川广安肖溪镇冲相寺,不详,16,16 男,神像,僧澄海、卢朝澈、崔衡等,僧人、县令、将士,混合群体(在职官员、僧尼个体、普通百姓),非社邑,造像制作、造像制作、,发心造像、镌刻雕造,现世福报,消灾免难 (破贼),祈福禳灾,消灾免难,[不详],[不详],新造,佛教,无法判定,
794,汶川县唐威戎军制造天王殿记,779 年前,≤779,四川汶川护国精舍,不详,1,男,天王殿及天王造像,贺若崟、刘昌、智昕等,兵马使、副使、寺主,混合群体(在职官员、僧尼个体),社邑,造像制作、寺院建设、,发心造像、建寺创殿,国邦安宁,国运太平,护国兴邦,护国安邦,[不详],[不详],新造,佛教,密教,
795,西阁寺造像残碑,贞元九年（793 年）,793,四川德阳中江县,不详,2,1 男、1 女,佛像,谭光,平民,平民合众,非社邑,造像制作、,发心造像,现世福报,家庭和睦 (合家清□),祈福禳灾,护宅安镇,[不详],[不详],新造,佛教,无法判定,
796,佛子岩崔立任造像记,不详,不详,四川省旺苍县佛子岩摩崖造像,29 号龛,2,未知（题记模糊）,七佛,崔立任,弟子,平民合众,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
797,牛仙寺李开造像记,元和八年（813 年）,813,四川夹江县吴场乡白龙村牛仙寺摩崖造像,219 号龛,2,2 男,四圣龛（阿弥陀佛、观音、大势至、大海众菩萨）,李开、妻何氏,弟子、平民,平民合众,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,净土,
798,牛仙寺杜渐造像记,820 年,820,四川夹江县吴场乡白龙村牛仙寺摩崖造像,225 号龛,[不详],[不详],天龙八部,杜渐、妻何氏,弟子、平民,平民合众,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
799,牛仙寺造像记,贞元三年（787 年）,787,四川夹江县吴场乡白龙村牛仙寺摩崖造像,83 号龛,[不详],[不详],药师佛,不详,弟子,平民合众,非社邑,信息不详、,信息不详,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,药师体系,
800,清溪杨钊造像记,永平二年（912 年）,912,四川省内江县高梁区安仁乡清溪摩崖造像,第 2 龛,[不详],[不详],佛像、菩萨像,杨钊、杨万进、张弘礼等,县令、都将、军将,混合群体(在职官员、普通百姓),非社邑,造像制作、造像制作、,发心造像、镌刻雕造,超度往生,亡亲超荐 (为亡考),超度荐亡,亡亲超荐,[不详],[不详],新造,佛教,无法判定,
801,清溪造像记,永平二年（912 年）,912,四川省内江县高梁区安仁乡清溪摩崖造像,第 12 龛,1,男,佛像,不详,平民,平民合众,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
802,清溪僧元信造像记,圣宋壬戌（1022 年）,1022,四川省内江县高梁区安仁乡清溪摩崖造像,第 10 龛,2,1 男、1 女,碑记（圣宋壬戌碑）,僧口元信、州刺史,僧人、官员,混合群体(在职官员、僧尼个体),非社邑,纪念庆赞、,立碑题铭,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
803,涞滩二佛寺清泉造像记,皇宋庚子（1180 年）,1180,重庆市合川区涞滩二佛寺摩崖造像,第 13 号像,1,男,弥勒像,清泉□节、当寺僧,平民、僧人,混合群体(僧尼个体、普通百姓),非社邑,造像制作、,发心造像,超度往生,亡亲超荐 (母亲张□),超度荐亡,亡亲超荐,[不详],[不详],新造,佛教,弥勒体系,
804,涞滩二佛寺造像记,1176 年,1176,重庆市合川区涞滩二佛寺摩崖造像,165-171 号像,1,男,禅宗六祖像（达摩至慧能）,不详,弟子,平民合众,非社邑,信息不详、,信息不详,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,禅宗,
805,千佛寨造像记,前蜀永平五年（915 年）,915,四川安岳千佛寨摩崖造像,第 56 号龛,1,男,造像（题材不详）,不详,平民,平民合众,非社邑,庄严修饰、,妆銮彩绘,信息不详,信息不详,信息不详,信息不详,[不详],[不详],重妆,佛教,无法判定,中元节
806,千佛寨李真造像记,不详,不详,四川安岳千佛寨摩崖造像,第 45 号龛,1,3 男、2 男（道士）、1 男（法师）、1 男（道师）,双石释迦牟尼佛,李真,京兆进士,宗族官僚,非社邑,造像制作、纪念庆赞、,镌刻雕造、立碑题铭,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
807,大像山何松寿造像记,809 年,809,四川省阆中市大像山摩崖造像,不详,1,未知（题记模糊）,碑记、大佛造像,何松寿,平民(居士),平民合众,非社邑,造像制作、寺院建设、,发心造像、建寺创殿,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
808,卧佛院檀三藏造像记,开元十五年（727 年）,727,四川安岳卧佛院摩崖造像,第 73 号,1,未知（题记模糊）,造像（题材不详）,檀三藏,三藏僧人,僧尼个体,非社邑,造像制作、,镌刻雕造,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
809,卧佛院杨思慎造像记,不详,不详,四川安岳卧佛院摩崖造像,第 71 号,1,未知（题记模糊）,造像（题材不详）,杨思慎,平民,平民合众,非社邑,造像制作、,发心造像,超度往生,亡亲超荐 (为亡父、亡母),信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
810,卧佛院僧仪造像记,不详,不详,四川安岳卧佛院摩崖造像,第 66 号,1,男,涅槃经龛（涅槃变）,僧仪,沙门僧人,僧尼个体,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
811,罗浮洞范祥造像记,宝庆元年（1225 年）,1225,四川省富顺县罗浮洞,不详,1,男,解冤释结天尊,范祥、杨智武、王混等,奉道法籙臣、道士,混合群体(道士、普通百姓),非社邑,供养施舍、纪念庆赞、纪念庆赞、,施财舍物、立碑题铭、立碑盟誓,现世福报,解冤释结 (断除伏连，解释冤愆),祈福禳灾,解冤释结,[不详],[不详],新造,道教,无法判定,
812,石篆山造像记,不详,不详,重庆市大足区三驱镇佛惠村石篆山石窟,第 5 号龛,1,男,文殊菩萨（青狮）、普贤菩萨（白象）、阿难、香花童子,不详,弟子,平民合众,非社邑,信息不详、,信息不详,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,华严,
813,南宋庆元东山造像记,南宋庆元年间（推断）,1195-1200,四川省绵阳市三台县东山摩崖造像,2 号龛,1,男,造像（题材不详）,不详,平民,平民合众,非社邑,信息不详、,信息不详,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
814,会昌三年东山造像记,会昌三年（843 年）,843,四川省绵阳市三台县东山摩崖造像,7 号龛,1,男,佛像,不详,平民,平民合众,非社邑,信息不详、,信息不详,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
815,观音岩阎造像记,元和五年（810 年）,810,四川广元蟠龙镇观音岩摩崖造像,19 号龛,1,未知（题记模糊）,造像（题材不详）,阎□,平民,平民合众,非社邑,信息不详、,信息不详,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
816,观音岩聂观造像记,756 年,756,四川广元蟠龙镇观音岩摩崖造像,39 号龛,1,未知（题记模糊）,一佛二菩萨,聂观,左戍卫翊府郎将,在职官员,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
817,观音岩王迪造像记,742-758 年,742-758,四川广元蟠龙镇观音岩摩崖造像,41 号龛,1,未知（题记模糊）,阿弥陀佛、观音菩萨、地藏菩萨,王迪,洋川郡司户,在职官员,非社邑,造像制作、,发心造像,现世福报,福寿康宁 (愿平安),祈福禳灾,护宅安镇,[不详],[不详],新造,佛教,"净土,观音体系；地藏体系",
818,观音岩陈遇王造像记,天宝年间,742-756,四川广元蟠龙镇观音岩摩崖造像,50 号龛,1,未知（题记模糊）,造像（题材不详）,陈遇王,镇将,在职官员,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
819,观音岩韦光造像记,天宝末年,756,四川广元蟠龙镇观音岩摩崖造像,107 号龛,[不详],[不详],造像（题材不详）,韦光（？）朝,剑南节度判官、殿中丞,在职官员,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,佛教,无法判定,
820,飞仙阁造像记,开元二十年（732 年）,732,四川蒲江飞仙阁摩崖造像,不详,[不详],[不详],长乐天尊,不详,奉道弟子,平民合众,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,[不详],[不详],新造,道教,无法判定,
821,广元造像记,1210年,1210,四川广元出土,不详,1,男,石台座、香炉,不详,弟子,平民合众,非社邑,供养施舍、庄严修饰、,施财舍物、妆銮彩绘,佛法弘传,供养永续 (永远供养),信息不详,信息不详,事件未提,[不详],新造,佛教,无法判定,
822,照阿拉姆墀松德赞造像记,8世纪末到9世纪初,780-810,四川石渠县洛须 “照阿拉姆” 摩崖石刻,不详,1,男,佛像,墀松德赞、杨二□等,赞普、平民,混合群体(皇室宗亲、普通百姓),非社邑,造像制作、造像制作、,发心造像、镌刻雕造,国邦安宁,国运太平,护国兴邦,护国安邦,事件未提,[不详],新造,佛教,无法判定,藏文，大乘密教混合
823,照阿拉姆造像记,755-826年,755-826,四川石渠县洛须 “照阿拉姆” 摩崖石刻,不详,不详,不详,一佛二菩萨（推定，有争议）,不详,吐蕃臣民,平民合众,非社邑,造像制作、,镌刻雕造,信息不详,信息不详,信息不详,信息不详,事件未提,[不详],新造,佛教,密教,藏文
824,大旺寺造像记,不详,不详,四川中江县仓山镇大旺寺摩崖造像,3 号龛,不详,不详,众像（题材不详）,不详,弟子,平民合众,非社邑,庄严修饰、,妆銮彩绘,信息不详,信息不详 (装彩),修复缮完,修复圣像 (装彩),事件未提,[不详],重妆,佛教,无法判定,
825,大旺寺造多佛像记,唐代,618-907,四川中江县苍山镇大旺寺,摩崖造像 18 号龛（含龛内造像和龛前碎石）,17,9 男、8 女,宝□如来、成就卢舍那佛、乾镜像佛、摩尼幢灯光佛、梅檀□严胜佛、普现已身光佛、不动至光佛、日月光佛、日月珠光佛、海□光明佛、金刚□散金光佛、多摩佛、梅檀香佛、药佛、藏积佛等二十五佛及一切诸佛,[不详],无,[不详],非社邑,造像制作、,镌刻雕造,信息不详,信息不详,信息不详,信息不详,家庭变故(亡妣任氏),南无舍利弗□□□善男子善女人闻此佛名至心受特意念世人毕竟得七觉□三昧得不退转于阿耨多三藐三菩提超越世间六十劫；若人闻此佛名至心受特意念书写读诵合掌礼拜若复有人满三千大千世界珍宝布施如是日日满百岁如此布施福德比前至心礼拜功德百分不及其一；南无成就卢舍那佛；若人闻此佛名受持读诵意□超越□世间五百劫；南无□□□乾镜像佛；若人闻此佛名受持读诵……□□□脱三恶道苦………… 药…… 佛 /…… 藏…… 积佛；南无摩尼 / 幢灯光佛；南无梅檀□/□严胜佛；南无普现 / 已身光佛；南无不动至 / 光佛 /；南无日月 / 光佛；南无日月 / 珠光佛……；南无海□/ 光明佛；南无金刚□/□散金光□……；…… 南无多摩……；…… 南无梅檀香……,[不详],佛教,华严,
826,北山佛湾造像记,901年,901,重庆大足北山佛湾,第 9 号窟,[不详],[不详],大悲观世音菩萨并天龙部众,[不详],检校司空【使持节都督】,封爵贵族,非社邑,造像制作、造像制作、,组织营建、镌刻雕造,信息不详,信息不详,信息不详,信息不详,事件未提,[不详],新造,佛教,观音体系,
827,庵堂寺勾從本造像记,907 年,907,四川省安岳县庵堂寺,摩崖造像第 10 号龛,2,1 男、1 女,大悲菩萨,勾從本、赵水囗、何儒、何才、赵师□、住持僧惠□、小师□、张□□、夏誌□、明沙门□、院主文义、赵氏、师立贵礼、七娘、杨氏、师進、王居礼、任师□□等,军事押衙、僧、弟子、施主,混合群体(在职官员、虔诚弟子、僧尼个体),社邑,造像制作、造像制作、造像制作、,发心造像、镌刻雕造、组织营建,信息不详,信息不详,信息不详,信息不详,事件未提,[不详],新造,佛教,观音体系,
828,庵堂寺黄氏十娘造像记,925 年,925,四川省安岳县庵堂寺,摩崖造像第 15 号龛,1,男,阿弥陀佛、观世音菩萨、大势至菩萨、十方佛,黄氏十娘、王敬文八娘、黄氏十娘眷属,女弟子、尚书、马使检校工部尚书御史大夫上柱国,混合群体(在职官员、虔诚弟子(家庭合署)),非社邑,造像制作、纪念庆赞、,发心造像、庆讫记功,现世福报,福寿康宁 (禄壽光永),祈福禳灾,延寿增福,事件未提,[不详],新造,佛教,"净土,观音体系",另有版本
829,庵堂寺比丘惠初造像记,925 年,925,四川省安岳县庵堂寺,摩崖造像第 16 号龛,15,10男、5 女,白衣观音菩萨、花聚菩萨,比丘惠初,比丘,僧尼个体,非社邑,造像制作、造像制作、,发心造像、镌刻雕造,超度往生,亡亲超荐 (为亡妣任氏),超度荐亡,亡亲超荐,家庭变故(亡妣任氏),[不详],新造,佛教,"密教,观音体系",
830,庵堂寺高山长造像记,929 年,929,四川省安岳县庵堂寺,摩崖造像第 17 号龛,54,41 男、13 女,阿弥陀佛、七佛、救苦观音、地藏菩萨,高山长、李氏及家族成员,弟子,虔诚弟子(家庭合署),非社邑,造像制作、造像制作、庄严修饰、,发心造像、镌刻雕造、妆銮彩绘,现世福报,福寿康宁 (夫妇壽比松筠),祈福禳灾,延寿增福,事件未提,[不详],新造、重妆,佛教,"净土,观音体系；地藏体系",
831,庵堂寺造像记,[不详],不详,四川省安岳县庵堂寺,摩崖造像第 4 号龛,[不详],[不详],阿弥陀佛,[不详],无,[不详],非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,事件未提,[不详],新造,佛教,净土,
832,庵堂寺道人罗造像记,908 年,908,四川省安岳县庵堂寺,摩崖造像第 8 号龛,[不详],[不详],救苦天尊,道人罗 (?)、马氏孙承 (?) 宗,道人,虔诚弟子,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,事件未提,[不详],新造,二教混合（佛道）,无法判定,
833,庵堂寺道人造像记,932 年,932,四川省安岳县庵堂寺,摩崖造像第 8 号龛,[不详],[不详],[不详],道人,道人,虔诚弟子,非社邑,造像制作、,发心造像,信息不详,信息不详,信息不详,信息不详,事件未提,[不详],新造,道教,无法判定,
